"","Chrom","ID","n.assoc","START","END","Potra_Gene_ID","num_SNPs","Gene_Length","mean_alleleFreq","Functional_Description","Potri_Gene_ID","Percent_ID","Alignment_Length","Mismatches","Gap_Openings","Query_Start","Query_End","Subject_Start","Subject_End","Expected_Value","Bit_Score","AT_Gene_ID","Percent_ID.1","Alignment_Length.1","Mismatches.1","Gap_Openings.1","Query_Start.1","Query_End.1","Subject_Start.1","Subject_End.1","Expected_Value.1","Bit_Score.1","GO_ID","GO_Description"
"765","Potra002565","Potra002565:36035",2,28459,33021,"Potra002565g19317.1",13,4562,0.16,"morphogenesis protein 7","Potri|016G030100.1",97.42,233,6,0,20,252,11,243,4e-164,458,"Artha|AT1G16240",60.09,233,93,3,22,252,1,232,2e-96,285,"GO:0005515","protein binding"
"766","Potra002565","Potra002565:36035",2,37297,40321,"Potra002565g19319.1",23,3024,0.146,"Protein ROOT PRIMORDIUM DEFECTIVE","Potri|016G030300.1",98.22,449,8,0,1,449,1,449,0,908,"Artha|AT5G45790",59.86,431,173,17,1,424,17,437,3e-179,512,"NA ",""
"767","Potra002565","Potra002565:36035",2,34792,37268,"Potra002565g19318.1",4,2476,0.1,"Probable syntaxin-8B","Potri|016G030200.1",97.4,231,6,0,1,231,1,231,1e-164,458,"Artha|AT1G79590",62.23,233,88,2,1,231,1,233,8e-100,293,"GO:0005515","protein binding"
"768","Potra002589","Potra002589:133819",2,18907,21999,"Potra002589g19462.1",11,3092,0.144,"Glyceraldehyde-3-phosphate dehydrogenase","Potri|014G140500.1",99.02,407,4,3,1,404,1,407,0,812,"Artha|AT3G26650",88.4,405,47,10,1,404,1,396,0,673,"GO:0051287","NAD binding"
"769","Potra002589","Potra002589:133819",2,33507,38795,"Potra002589g19465.1",4,5288,0.225,"domain-containing protein","Potri|014G140200.1",97.79,226,5,0,1,226,1,226,1e-166,463,"Artha|AT3G02070",78.54,219,47,0,8,226,1,219,6e-126,359,"NA ",""
"770","Potra002589","Potra002589:133819",2,39443,42425,"Potra002589g19466.1",15,2982,0.25,"ATP-dependent RNA","Potri|014G140100.1",98.67,525,7,1,1,525,1,524,0,1056,"Artha|AT3G02065",70.47,491,145,15,17,504,12,490,0,711,"GO:0003676","nucleic acid binding"
"771","Potra002589","Potra002589:133819",2,22875,26390,"Potra002589g19463.1",15,3515,0.122,"Tyrosine--tRNA ligase","Potri|014G140400.1",97.8,500,11,2,4,503,2,499,0,1005,"Artha|AT3G02660",73.24,441,118,17,66,503,82,508,0,671,"GO:0004831","tyrosine-tRNA ligase activity"
"772","Potra002589","Potra002589:133819",2,49783,53405,"Potra002589g19469.1",3,3622,0.296,"Pectin acetylesterase 7","Potri|003G046200.1",96.7,394,13,0,8,401,1,394,0,793,"Artha|AT5G45280",65.35,381,132,2,21,400,11,390,0,556,"GO:0016787","hydrolase activity"
"773","Potra002589","Potra002589:133819",2,96364,101287,"Potra002589g19472.1",12,4923,0.144,"ABC transporter E family","Potri|003G045700.1",93.92,641,39,36,1,635,1,611,0,1222,"Artha|AT4G19210",87.4,635,80,30,1,635,1,605,0,1141,"GO:0005524","ATP binding"
"774","Potra002589","Potra002589:133819",2,116201,122428,"Potra002589g19473.1",8,6227,0.162,"Uncharacterized protein At1g51745","Potri|003G045600.1",97.43,778,20,0,1,778,1,778,0,1555,"Artha|AT1G51745",48.1,526,273,82,16,517,8,475,3e-118,372,"NA ",""
"775","Potra002589","Potra002589:133819",2,8045,9775,"Potra002589g19461.1",19,1730,0.145,"Copper transport protein","Potri|014G140600.1",95.82,239,10,0,1,239,1,239,8e-168,467,"Artha|AT5G19090",55.68,88,39,11,1,79,1,86,5e-18,82.8,"GO:0030001","metal ion transport"
"776","Potra002589","Potra002589:133819",2,133638,135164,"Potra002589g19475.1",13,1526,0.143,"multivesicular body protein","Potri|003G045300.1",99.01,203,2,0,1,203,1,203,2e-146,410,"Artha|AT1G17730",86.7,203,27,0,1,203,1,203,5e-130,368,"GO:0007034","vacuolar transport"
"777","Potra002589","Potra002589:133819",2,141474,148589,"Potra002589g19476.1",13,7115,0.251,"hydrolase ILR1-like","Potri|003G045200.1",97.22,324,9,0,1,324,115,438,0,650,"Artha|AT1G51760",72.84,324,88,1,1,324,118,440,0,511,"GO:0008152","metabolic process"
"778","Potra003006","Potra003006:4841",2,4659,20034,"Potra003006g20515.1",18,15375,0.157,"E3 ubiquitin-protein ligase","Potri|011G094100.1",97.12,3646,105,14,191,3825,113,3755,0,7239,"Artha|AT1G55860",63.66,3687,1340,169,191,3825,361,3930,0,4393,"GO:0004842","ubiquitin-protein transferase activity"
"779","Potra003081","Potra003081:22565",2,20560,31622,"Potra003081g20695.1",5,11062,0.164,"Sorting nexin-16","Potri|004G146600.1",91.46,1077,92,43,1,1061,1,1050,0,1994,"Artha|AT2G15900",54.82,1078,487,115,1,1054,1,987,0,1088,"GO:0035091","phosphatidylinositol binding"
"780","Potra003081","Potra003081:22565",2,16222,18272,"Potra003081g20694.1",4,2050,0.056,"uncharacterized protein LOC8275556","Potri|004G146800.1",94.17,223,13,0,11,233,1,223,3e-154,432,"Artha|AT3G11800",61.33,225,87,7,16,233,22,246,6e-95,281,"NA ",""
"781","Potra003081","Potra003081:22565",2,6682,11245,"Potra003081g20693.1",7,4563,0.244,"B3 domain-containing","Potri|004G146900.1",97.78,361,8,0,23,383,105,465,0,736,"Artha|AT3G18990",54.5,367,167,62,23,375,21,339,5e-126,370,"GO:0003677","DNA binding"
"782","Potra003278","Potra003278:3114",2,1361,3490,"Potra003278g21211.1",26,2129,0.15,"RNA-binding protein","Potri|006G149900.1",97.81,137,3,0,1,137,50,186,8e-99,285,"Artha|AT2G26695",64.49,138,49,4,1,135,1,137,2e-61,188,"GO:0008270","zinc ion binding"
"783","Potra003278","Potra003278:3114",2,16160,22748,"Potra003278g21212.1",13,6588,0.099,"associated protein IST1","Potri|006G149800.1",93.55,1116,72,9,3,1118,1,1107,0,2022,"Artha|AT2G19710",55.36,345,154,36,3,316,4,343,3e-90,313,"NA ",""
"784","Potra003278","Potra003278:3114",2,34047,35924,"Potra003278g21214.1",5,1877,0.246,"1-aminocyclopropane-1-carboxylate synthase","Potri|006G149600.1",97.95,439,9,0,1,439,1,439,0,901,"Artha|AT4G26200",78.19,431,94,3,9,436,15,445,0,694,"GO:0009058","biosynthetic process"
"785","Potra003278","Potra003278:3114",2,27505,29581,"Potra003278g21213.1",16,2076,0.226,"Phospholipase A2 homolog","Potri|006G149700.1",95.97,149,6,0,2,150,1,149,2e-102,294,"Artha|AT4G29460",50,150,75,17,2,145,1,139,8e-48,155,"NA ",""
"790","Potra003381","Potra003381:18759",2,17770,24520,"Potra003381g21507.1",23,6750,0.222,"Protein TIC 62, chloroplastic","Potri|001G253900.1",97.81,320,7,0,28,347,1,320,0,640,"Artha|AT4G31530",80.41,245,48,0,101,345,59,303,1e-129,379,"NA ",""
"791","Potra003381","Potra003381:18759",2,27313,32667,"Potra003381g21508.1",5,5354,0.095,"Pseudouridine-5'-phosphate","Potri|001G254000.1",87.71,350,43,34,1,339,1,327,0,573,"Artha|AT1G50510",75.08,329,82,1,3,331,2,329,3e-180,506,"GO:0016798","hydrolase activity, acting on glycosyl bonds"
"792","Potra003381","Potra003381:18759",2,15063,18967,"Potra003381g21506.1",15,3904,0.211,"Sugar transport protein","Potri|001G253800.1",97.67,516,12,0,1,516,1,516,0,1034,"Artha|AT1G77210",73.05,501,135,0,1,501,1,501,0,786,"GO:0022891","substrate-specific transmembrane transporter activity"
"793","Potra003381","Potra003381:18759",2,1,5026,"Potra003381g21504.1",8,5025,0.12,"recognition particle 54","Potri|001G253500.1",99.39,495,3,0,1,495,1,495,0,1019,"Artha|AT1G48900",88.89,495,55,0,1,495,1,495,0,932,"GO:0008312","7S RNA binding"
"794","Potra003381","Potra003381:18759",2,5273,9975,"Potra003381g21505.1",6,4702,0.189,"Phycoerythrobilin:ferredoxin oxidoreductase","Potri|001G253700.1",76.92,416,96,78,1,416,1,338,0,584,"Artha|AT3G09150",60.87,184,72,0,228,411,146,329,1e-86,270,"GO:0055114","oxidation-reduction process"
"795","Potra003384","Potra003384:15736",2,6621,10792,"Potra003384g21515.1",30,4171,0.269,"Uncharacterized protein At1g10890","Potri|019G001900.1",98.93,280,3,0,1,280,1,280,0,523,"Artha|AT5G13340",59.53,215,87,15,66,280,42,241,1e-43,151,"NA ",""
"796","Potra003384","Potra003384:15736",2,11593,17574,"Potra003384g21516.1",35,5981,0.178,"receptor-like serine/threonine","Potri|019G001800.1",97.11,622,18,0,1,622,1,622,0,1249,"Artha|AT5G63710",71.02,590,171,2,35,622,25,614,0,850,"GO:0006468","protein phosphorylation"
"797","Potra003703","Potra003703:57838",2,56922,60938,"Potra003703g22492.1",2,4016,0.076,"uncharacterized protein LOC105138591","Potri|010G039600.1",97.19,178,5,0,30,207,12,189,5e-128,363,"Artha|AT1G69980",47.8,205,107,23,6,207,21,205,9e-51,166,"NA ",""
"798","Potra003878","Potra003878:50948",2,32509,34533,"Potra003878g23299.1",4,2024,0.3,"E3 ubiquitin-protein ligase","Potri|012G119200.1",98.5,334,5,0,1,334,1,334,0,691,"Artha|AT5G45100",51.63,337,163,47,1,334,1,293,3e-93,283,"NA ",""
"799","Potra003878","Potra003878:50948",2,10453,13111,"Potra003878g23297.1",2,2658,0.262,"Vesicle-associated membrane","Potri|012G119600.1",94.41,179,10,0,1,179,1,179,1e-124,355,"Artha|AT1G04760",81.56,179,33,0,1,179,1,179,5e-109,314,"GO:0016021","integral component of membrane"
"800","Potra003878","Potra003878:50948",2,2537,4899,"Potra003878g23296.1",11,2362,0.177,"Probable polygalacturonase At3g15720","Potri|012G119700.1",96.82,377,12,0,1,377,1,377,0,751,"Artha|AT5G17200",48.31,385,199,35,20,375,41,419,1e-117,352,"GO:0004650","polygalacturonase activity"
"801","Potra003878","Potra003878:50948",2,347,2674,"Potra003878g35479.1",11,2327,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Potra003878","Potra003878:50948",2,187,3304,"Potra003878g23295.1",17,3117,0.216,"Peptidyl-prolyl cis-trans","Potri|012G119800.1",97.38,229,6,0,10,238,1,229,4e-163,454,"Artha|AT4G19830",76.24,181,43,6,57,237,52,226,1e-92,275,"GO:0006457","protein folding"
"803","Potra003878","Potra003878:50948",2,49526,55130,"Potra003878g23301.1",14,5604,0.181,"E3 ubiquitin-protein ligase","Potri|012G119000.1",97.5,520,13,0,1,520,1,520,0,1048,"Artha|AT4G19670",66.02,512,174,19,25,519,20,529,0,659,"GO:0046872","metal ion binding"
"804","Potra004253","Potra004253:1183",2,7690,10278,"Potra004253g24738.1",5,2588,0.123,"Cytokinin riboside 5'-monophosphate phosphoribohydrolase","Potri|004G181800.1",95.12,205,10,0,1,205,1,205,5e-142,402,"Artha|AT4G35190",84.92,199,30,0,9,207,6,204,3e-124,356,"NA ",""
"805","Potra004253","Potra004253:1183",2,1,2311,"Potra004253g24737.1",4,2310,0.179,"NAC domain-containing protein","Potri|009G141600.1",97.18,284,8,0,1,284,1,284,0,575,"Artha|AT2G17040",59.3,285,116,18,4,281,1,274,2e-109,322,"GO:0003677","DNA binding"
"806","Potra004373","Potra004373:10291",2,353,7953,"Potra004373g24860.1",1,7600,0.492,"uncharacterized protein LOC105114078 isoform","Potri|015G056200.1",97.14,1398,40,7,1,1398,1,1391,0,2794,"Artha|AT5G07980",39.66,474,286,53,911,1383,1074,1495,6e-76,278,NA,NA
"807","Potra004373","Potra004373:10291",2,9958,11777,"Potra004373g24861.1",16,1819,0.167,"ribosomal protein S19","Potri|015G056100.1",97.2,143,4,0,1,143,1,143,3e-101,290,"Artha|AT5G61170",89.51,143,15,0,1,143,1,143,3e-93,270,"GO:0003735","structural constituent of ribosome"
"808","Potra004440","Potra004440:7291",2,5783,8931,"Potra004440g24924.1",31,3148,0.183,"diphosphate-linked moiety X motif","Potri|014G168400.1",96.64,357,12,0,1,357,1,357,0,707,"Artha|AT5G47650",57.52,266,113,3,93,357,12,275,5e-112,331,"GO:0016787","hydrolase activity"
"809","Potra005362","Potra005362:6921",2,490,5657,"Potra005362g25371.1",11,5167,0.215,"Transmembrane protein 87A","Potri|001G209400.1",98.39,498,8,0,1,498,1,498,0,1007,"Artha|AT2G01070",67.55,493,160,14,8,498,16,496,0,688,"GO:0016021","integral component of membrane"
"810","Potra005362","Potra005362:6921",2,5932,8242,"Potra005362g25372.1",14,2310,0.197,"Patatin-like phospholipase domain-containing","Potri|001G209500.1",97.25,109,3,0,1,109,313,421,6e-74,228,"Artha|AT1G33270",71.57,102,29,0,1,102,263,364,1e-48,161,"NA ",""
"811","Potra007535","Potra007535:156",2,1,2163,"Potra007535g25986.1",3,2162,0.105,"GDSL esterase/lipase","Potri|011G063800.1",93.94,66,4,0,1,66,174,239,1e-38,130,"Artha|AT5G45920",57.58,66,28,0,1,66,176,241,2e-22,87.4,NA,NA
